,k_name,cup
5103,渡野夕芽,E cup
5104,渡瀬晶,D cup
5105,渡瀬安奈,B cup
5106,渡瀬有華,E cup
5107,渡辺美奈保,E cup
5108,渡辺モニカ,D cup
5109,渡辺弓絵,F cup
5110,綿貫沙織,E cup
5111,綿貫芽衣子,F cup
5112,渡部梓,E cup
